	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
WNT2B	114.18116	-2.101552242	0.662315293	-3.17303898	0.001508523	0.012870271
IER5	1112.476951	1.094046801	0.344887286	3.172186523	0.001512958	0.012895997
SCARNA7	1789.241197	-1.121744297	0.353618517	-3.172187659	0.001512952	0.012895997
C4A	122.6317849	2.993574016	0.945398764	3.166467029	0.001543028	0.013109246
CXCR6	67.23092896	2.335576654	0.737670166	3.166153062	0.001544695	0.013117269
VNN1	168.8046526	1.394420716	0.440711541	3.164021327	0.001556054	0.013189064
CCL18	17.68530994	3.91312185	1.237068981	3.16322041	0.001560341	0.013213074
MS4A6A	802.6317949	1.734300779	0.548587539	3.161392953	0.001570165	0.013264018
NR4A1	698.4589289	1.292497744	0.408859787	3.161224911	0.001571071	0.013264018
C15orf41	134.8860367	-1.074676242	0.339992674	-3.160880584	0.00157293	0.013264018
C1orf74	178.2240272	-1.304381121	0.412643909	-3.161033257	0.001572105	0.013264018
HGNC:18790	33.33185793	-3.226761723	1.020739897	-3.161198787	0.001571212	0.013264018
NOS3	73.47526915	2.506807403	0.793210905	3.160328971	0.001575911	0.01327683
FLNC	254.6598999	2.12400787	0.672541659	3.158180375	0.001587573	0.013346623
MAP1B	829.6022441	-1.200482645	0.380222932	-3.157312581	0.001592306	0.013371539
CARD16	330.2779063	1.88174564	0.596122653	3.156641726	0.001595973	0.013396144
NAMPT	7540.611034	1.568684273	0.497312819	3.154321009	0.00160872	0.013478226
DNAH10OS	29.84733016	-1.602433453	0.508264259	-3.152756512	0.001617367	0.013529898
FAM83D	369.6219413	1.335944155	0.423864635	3.151817925	0.001622574	0.013563018
CPED1	52.3692406	2.145846712	0.680961882	3.151199457	0.001626014	0.013584631
TLR2	481.291221	1.362397394	0.432387218	3.150873427	0.00162783	0.013588193
NABP1	1303.533568	1.44049377	0.457558353	3.148218713	0.001642687	0.013687052
CATSPERB	180.6351589	1.156654283	0.367551437	3.146918138	0.001650012	0.013722898
TNFAIP6	139.5699326	4.077308771	1.295791251	3.146578406	0.00165193	0.013726281
SNX10	522.1410289	2.126875802	0.675968605	3.146412107	0.001652869	0.013727809
AC111149.2	90.33522583	1.57615055	0.501231854	3.14455384	0.001663403	0.013808982
MUC3A	39.2021804	4.392502266	1.398063124	3.141848311	0.00167885	0.013911783
IL1A	49.56807512	3.660421845	1.165531047	3.140561425	0.001686243	0.013958721
RP1L1	49.0392897	1.630766192	0.519630511	3.138318784	0.0016992	0.01403559
UPP1	192.4691766	1.553081715	0.494866549	3.138384922	0.001698816	0.01403559
AL139246.5	48.5087169	1.780749836	0.567538432	3.137672688	0.001702949	0.01405378
PLXNC1	688.2383354	1.910277777	0.608995485	3.136768375	0.00170821	0.014090795
HNRNPA1P53	45.51104601	2.338761079	0.745688588	3.136377728	0.001710487	0.014103175
CLEC4A	116.6291761	1.996658141	0.637426543	3.132373703	0.00173399	0.014264582
MFAP3L	65.14977401	-2.134745464	0.682288931	-3.12879979	0.001755219	0.014400086
RPS3AP26	56.04248281	-1.017425944	0.325377143	-3.126912774	0.001766523	0.014486289
FAM171B	26.86115446	-2.862114878	0.915444603	-3.126475231	0.001769154	0.014501315
DUSP2	164.5437595	1.621910852	0.518966198	3.125272628	0.001776403	0.014547607
CPNE5	24.99505702	3.298687165	1.055622432	3.124874068	0.001778812	0.01455558
LYL1	93.33573265	1.86131532	0.595892359	3.123576415	0.001786675	0.014598812
ZNF483	163.0214574	-1.581196276	0.506198051	-3.123671208	0.001786099	0.014598812
CSRNP1	2084.787781	1.64540529	0.527522286	3.119119954	0.001813921	0.014793293
AC241585.3	16.47690994	2.505013308	0.804509543	3.113714847	0.001847479	0.015007879
HLA-DRB6	38.64376304	4.478059305	1.438421194	3.113176671	0.001850852	0.015028553
PPP1R3B	563.6988803	1.736295658	0.557761851	3.112969546	0.001852151	0.015032384
TMEM238	26.20439088	2.883459728	0.927084765	3.110243891	0.001869329	0.015131237
AMDHD2	169.9032945	1.254738268	0.403410884	3.110323292	0.001868827	0.015131237
ENTPD3	179.1657813	-1.423119901	0.457924669	-3.10775985	0.001885112	0.015238616
SLC12A2	1608.70695	-1.086352998	0.349586033	-3.107541197	0.001886507	0.01524311
HMCN2	249.4510456	2.161302142	0.69591823	3.105684041	0.001898394	0.01530512
KLK10	388.1990459	1.597689513	0.51451034	3.105262206	0.001901104	0.015313952
ADAMTSL4	76.92827728	2.092163418	0.675003989	3.099483041	0.001938587	0.015546353
BRI3	1669.636458	1.046917627	0.337801746	3.099207266	0.001940392	0.015553965
RPUSD1	125.4119486	1.272221686	0.410569648	3.098674472	0.001943885	0.015561359
CD96	96.0288768	2.211352545	0.713963982	3.097288661	0.001952996	0.015618169
SLURP2	275.123653	1.85713419	0.599654994	3.097004459	0.001954869	0.015621754
GPR84	62.78319978	2.982355018	0.96562324	3.088528623	0.002011503	0.016003917
OLR1	165.5170573	2.420474542	0.783821187	3.088044292	0.002014784	0.016015993
SLFN12	202.8278168	1.037405074	0.335985606	3.087647378	0.002017477	0.016023373
ACO1	169.6454711	-1.185178093	0.383915582	-3.087079943	0.002021332	0.016046975
GZMA	102.7666202	2.891825505	0.937390197	3.084975195	0.002035691	0.016132765
CLEC4E	180.736178	3.335105101	1.081197173	3.084640973	0.00203798	0.016143788
SESN3	825.4075262	-1.09562154	0.355379462	-3.082962463	0.00204951	0.016207348
NCF1	288.9395697	2.87263696	0.932231989	3.081461475	0.002059871	0.016265833
IKBKE	417.8802655	1.148490287	0.372797646	3.080733742	0.002064912	0.016281095
CXCL12	45.46392635	2.927024651	0.950931376	3.078060862	0.002083524	0.016397367
HPGD	519.9910903	-1.324957915	0.430614037	-3.076903683	0.002091629	0.016454025
GCA	632.4311422	1.48534424	0.482838705	3.076274178	0.00209605	0.01647407
SLFN11	336.9215969	1.045069964	0.339797943	3.075562947	0.002101056	0.016499601
AASS	147.2408917	-1.06697191	0.347214229	-3.07294984	0.002119541	0.016616031
SCHIP1	34.16208762	-2.465671526	0.802978866	-3.070655568	0.002135894	0.016722576
TTYH1	23.87276782	2.722719087	0.88686418	3.07005193	0.002140216	0.016749192
TMSB4X	10656.59198	1.172235505	0.381948142	3.069095976	0.002147076	0.016781191
AC245427.1	65.23963408	3.52778985	1.149521532	3.0689202	0.00214834	0.016783846
PRSS22	782.4241861	1.263133814	0.412297608	3.063645748	0.002186577	0.017012582
AR	129.0893458	-1.627260279	0.531161244	-3.063590006	0.002186984	0.017012582
CRNN	597.2308068	4.002763222	1.30671632	3.063222797	0.00218967	0.017018896
CMTM4	1005.704999	-1.006068399	0.328426646	-3.06329712	0.002189126	0.017018896
CSF2RA	212.4858552	1.622859489	0.530387066	3.059764452	0.002215111	0.017176278
NINJ2	40.7342292	2.115587858	0.691723199	3.058431264	0.002224991	0.017241783
AQP9	1356.017301	2.871978855	0.939544992	3.056776289	0.002237312	0.017311726
FOSL1	151.8933194	2.125048951	0.695467184	3.055570414	0.002246329	0.017351232
PHLDA1	470.2466491	1.08025561	0.353730363	3.053895626	0.002258907	0.017429174
MB	153.0387404	-1.160804564	0.380135604	-3.053659146	0.002260688	0.017429174
LRP1B	37.88015793	-2.040507227	0.668192092	-3.053773384	0.002259827	0.017429174
MMP25	593.1916119	2.656971084	0.870399547	3.052587852	0.002268773	0.017484088
MYH6	17.43416745	3.727615651	1.221610085	3.05139561	0.002277802	0.017531357
COL1A1	485.3245899	1.175930982	0.385420798	3.051031463	0.002280567	0.017545199
DANCR	177.7283587	-1.029295423	0.337417548	-3.050509462	0.002284535	0.017554052
NCAM1	34.73647228	-2.537792382	0.832699126	-3.047670285	0.002306228	0.017675244
CCNO	468.7261169	1.140406443	0.374651891	3.043909479	0.002335254	0.017852505
PPP1R9A	161.0290837	-1.277609907	0.4199831	-3.042050759	0.002349723	0.017940464
C10orf128	63.30880046	2.003212347	0.65905718	3.039512215	0.002369616	0.018061982
SELP	68.79954825	-2.192273287	0.721248702	-3.039552489	0.002369299	0.018061982
KIFC3	460.3983162	1.250324448	0.411552951	3.038064594	0.002381029	0.018130335
CACNB4	122.2536976	-1.207089615	0.397508755	-3.036636556	0.002392337	0.018204614
MFSD13A	37.78298518	2.412096986	0.794971507	3.034193005	0.002411801	0.018329686
GJB4	150.9570991	1.032016566	0.340213911	3.033434359	0.002417873	0.018352798
HVCN1	76.93720152	1.274083292	0.4203172	3.031242338	0.002435497	0.018463425
AC011446.2	27.52519634	2.672837477	0.882851975	3.027503538	0.002465828	0.018615671
NCCRP1	399.8396846	2.141561649	0.707611932	3.026463448	0.002474327	0.018641096
ANKAR	98.31097864	-1.225885058	0.405052421	-3.026484951	0.002474151	0.018641096
SIRPA	623.542135	1.471175003	0.486254045	3.025527533	0.002481998	0.018683142
GPRC5A	2044.638892	1.113444125	0.368118661	3.024688074	0.002488897	0.018719801
PKD1P5	136.0793157	1.706543475	0.564304994	3.024150932	0.00249332	0.018745309
MGAM	660.9829417	1.714956318	0.56881002	3.014989642	0.00256988	0.019225414
LINC00278	56.43026965	3.908602709	1.296706601	3.014253731	0.002576123	0.019264179
GRIP1	104.7504004	-1.068916006	0.354746895	-3.013179319	0.002585261	0.019324561
GAPT	130.6788519	1.957298968	0.649639063	3.01290221	0.002587623	0.019332244
SFN	1528.938328	1.028976322	0.342121588	3.007633419	0.002632905	0.019600037
TRAF3IP3	207.8247428	2.596736353	0.863700177	3.006525204	0.002642521	0.019623812
CTU1	37.82388632	1.895994062	0.630550409	3.006887371	0.002639375	0.019623812
TONSL	66.12419841	1.617423972	0.537945671	3.006667885	0.002641282	0.019623812
CYP26A1	56.56462422	-2.219637528	0.738177735	-3.00691476	0.002639138	0.019623812
PVRIG2P	156.7205316	2.646720132	0.881663299	3.001962468	0.002682452	0.01987926
NCF1B	64.79296896	3.398014491	1.132030955	3.001697503	0.002684788	0.019888455
CRYBG2	246.3957577	1.895512531	0.631593247	3.001160223	0.00268953	0.019907345
MIR3142HG	17.7441478	3.799930629	1.266436507	3.000490437	0.002695452	0.019934932
PDGFB	50.6029373	2.878668703	0.95955913	2.999990946	0.002699876	0.019936166
LYZ	2331.424563	1.276608619	0.425538396	2.999984562	0.002699933	0.019936166
TOMM20P2	24.36522471	3.397553906	1.132889681	2.999015672	0.002708534	0.019990982
RN7SL2	791554.8585	1.097506284	0.366072668	2.998055797	0.002717079	0.020045909
AC084871.1	29.48312388	5.960366307	1.98867421	2.997155732	0.002725115	0.020088873
DCLK2	18.62233625	-2.297598948	0.766669805	-2.996855925	0.002727796	0.020100307
DLX6-AS1	7.363486672	-3.178313343	1.060679571	-2.996487753	0.002731092	0.020100307
EMP1	1622.350257	1.765713768	0.589665486	2.994432962	0.002749555	0.020217355
TDRP	45.58389164	-2.120309171	0.70899781	-2.990572242	0.002784553	0.020412878
AIF1	718.332321	1.539891457	0.515234176	2.988721498	0.002801474	0.020485494
ACSS3	447.2940533	-1.061851864	0.3552803	-2.988772146	0.002801009	0.020485494
TMEM176A	88.21157206	2.616100012	0.875837092	2.986971019	0.002817564	0.020553509
VASH1	623.6744672	1.428831177	0.478389216	2.986754572	0.00281956	0.020559809
CCDC144CP	30.02318145	1.899765176	0.636132342	2.986430731	0.002822548	0.020573338
LTB	86.50833006	3.033811809	1.01673824	2.983867124	0.002846303	0.020738169
PIM1	777.3251138	1.020868536	0.34221654	2.983106944	0.002853383	0.020781413
PYHIN1	33.8370345	3.541216222	1.187169415	2.982907223	0.002855245	0.020786644
NR4A3	380.6330036	1.935985144	0.64934001	2.98146597	0.002868719	0.020859654
COL4A5	1378.782114	-1.138540753	0.382084744	-2.979812122	0.002884252	0.020930706
LILRA2	124.8053138	3.289145768	1.103888731	2.97959901	0.002886259	0.020936907
CYP1B1-AS1	3.787209592	-3.351087124	1.124759246	-2.979381709	0.002888307	0.020943398
SH2D1B	118.248776	2.044601913	0.686657786	2.977614113	0.002905015	0.021047742
UBQLN3	19.88411045	2.848770365	0.957188452	2.976185472	0.002918583	0.021129191
STK32A	12.06783798	-3.710177265	1.247328666	-2.974498515	0.002934679	0.0212119
CSF3R	2173.99842	2.666294916	0.896520061	2.974049363	0.002938978	0.021231778
ITGAX	1146.518846	2.456261611	0.825993985	2.973703994	0.002942288	0.021241539
CALB1	66.95956033	2.663822459	0.895944315	2.973200917	0.002947115	0.021259488
COTL1	1879.343826	1.550466109	0.521523119	2.97295758	0.002949452	0.021266498
ADH6	99.43167349	-1.287886054	0.433215076	-2.972856038	0.002950428	0.021266498
DOCK11	294.2398216	1.71183926	0.576316482	2.970311131	0.002974983	0.021434981
TNFRSF10C	584.3191154	3.013250829	1.014568886	2.969981508	0.002978177	0.021440362
CYBB	886.3759396	1.584230154	0.533409241	2.970008829	0.002977912	0.021440362
MMD	105.537327	1.22222338	0.411558084	2.969746986	0.002980451	0.021440362
AC005077.4	91.66817146	1.510727519	0.50900749	2.967986816	0.002997572	0.021529417
STOML1	209.7724054	1.241185345	0.418434932	2.966256524	0.003014489	0.021633815
CA8	203.7526899	-1.245783905	0.42023302	-2.964507414	0.003031679	0.021740002
SLC14A1	32.85876775	-2.383563207	0.804351809	-2.963334178	0.00304326	0.021805827
ZNF419	89.83463554	-1.101341039	0.371865876	-2.961662013	0.003059835	0.021907307
MSN	3230.417281	1.07428778	0.362763714	2.961398121	0.003062458	0.021917449
EIF4EBP1	125.7371907	1.256114726	0.424312089	2.960355733	0.00307284	0.021974435
IL12RB1	48.42487361	3.045138808	1.02918835	2.958776989	0.003088625	0.022067262
ZNF726	46.85692562	-1.109069554	0.374866506	-2.958572017	0.00309068	0.022067262
COL4A6	270.9027123	-1.860006964	0.629001073	-2.957080751	0.003105668	0.022121011
ZNF831	38.42878266	2.577521798	0.871807351	2.9565268	0.003111252	0.022135832
CYBRD1	144.1048762	-1.616234524	0.547049573	-2.954457154	0.003132196	0.022240275
RNA5-8SN5	137.881593	1.294676649	0.438281999	2.953980891	0.003137034	0.022249547
AC136475.3	66.47306506	2.941686818	0.995944273	2.953666081	0.003140236	0.022263561
TMEM106A	157.3480168	1.250435726	0.423572555	2.952116969	0.003156034	0.022349393
ACKR3	98.66725032	-1.532375296	0.519188888	-2.951479376	0.003162557	0.022378138
HMGN2P46	28.91098663	2.317741238	0.785352116	2.951212826	0.003165287	0.022388738
ANO7L1	73.13245556	1.465852778	0.496979675	2.949522591	0.003182653	0.022458908
RN7SL5P	6180.793138	1.635340442	0.554569774	2.948845245	0.003189637	0.0224909
AC138393.1	62.69111689	-1.038756814	0.352457861	-2.947180152	0.003206863	0.022594826
TLR1	591.8896261	1.25359683	0.425403648	2.946840805	0.003210384	0.022603333
EEF1A1P13	12.31642052	-1.306924816	0.443833632	-2.944627719	0.003233435	0.022755562
TMEM160	114.9406079	1.155663363	0.392602685	2.943595157	0.003244241	0.022815932
CTSK	75.54761136	-1.199334003	0.407465015	-2.94340363	0.003246249	0.022819219
PDE11A	13.67621532	-3.238215105	1.100319884	-2.942976086	0.003250735	0.022840722
PGGHG	422.7437699	1.409570427	0.479069331	2.942309881	0.003257738	0.022864584
SLCO1A2	9.491928109	-5.759074183	1.957321524	-2.942324044	0.003257589	0.022864584
KLF6	3064.045062	1.134031926	0.385640829	2.9406428	0.00327532	0.022970236
MTUS2	48.31235598	-2.467335724	0.83928963	-2.93979055	0.003284342	0.023024618
AC007038.1	39.23150197	-1.364884668	0.464633607	-2.937550463	0.003308163	0.023155868
PAK3	4.73906863	-4.28647454	1.459658971	-2.936627409	0.003318025	0.023215949
MMP8	21.23790084	4.826458674	1.64387133	2.936031906	0.003324401	0.023235803
SKAP2	361.98826	1.921165896	0.654828534	2.933845726	0.003347906	0.023388984
PRR5-ARHGAP8	66.30953629	3.058849324	1.042821398	2.933243728	0.003354405	0.023407377
STMN3	34.47877571	-2.119302432	0.722981385	-2.931337482	0.003375059	0.023524395
DYNC2H1	2990.05577	-1.117755929	0.381362021	-2.93095764	0.003379189	0.023535115
KRT39	38.98653338	2.157979581	0.736387313	2.930495331	0.003384221	0.023554201
ZNF524	111.2789447	1.013499818	0.346003136	2.929163676	0.003398754	0.023644185
CCBE1	55.24872975	-2.335056398	0.797639542	-2.927458175	0.00341745	0.023756053
EOMES	20.49300992	3.04285954	1.039538432	2.927125583	0.003421107	0.023772375
GDF11	85.11404623	-1.479595632	0.505786502	-2.925336335	0.003440841	0.023875051
BMS1P1	137.0366935	-1.086733664	0.371675421	-2.923878212	0.003457	0.023953513
AC019197.1	5.492250428	-3.419358722	1.170125498	-2.922215375	0.003475511	0.024064005
KBTBD3	68.71353558	-1.267383187	0.433899898	-2.920911465	0.00349009	0.024131707
MT-TC	93.45985663	1.725425673	0.591023892	2.919383966	0.003507239	0.024217498
FAT2	2167.603179	-1.597168917	0.547100926	-2.919331409	0.003507831	0.024217498
VASN	126.1768764	1.780035397	0.610091633	2.917652531	0.003526771	0.024320528
SPRR3	2782.998706	2.042191895	0.70042933	2.915628756	0.003549726	0.024450976
IFNL1	16.85863835	6.020899318	2.066202188	2.913993293	0.003568376	0.024523745
CXCL8	6964.896225	2.088351395	0.716750522	2.913637774	0.003572442	0.024523745
LMCD1	111.9657364	-1.237419416	0.424683782	-2.913743045	0.003571237	0.024523745
HYKK	91.81251623	-1.520674267	0.521869813	-2.913895823	0.00356949	0.024523745
SULT1E1	199.0412369	-2.158554845	0.742021581	-2.909018957	0.003625649	0.024804627
OR52H2P	16.31476504	3.369827938	1.158657391	2.908390317	0.003632946	0.024845192
CD72	109.1893426	1.881583554	0.6470967	2.907731648	0.003640606	0.024878844
AC087258.1	47.3970835	-1.674617645	0.576209802	-2.906263723	0.00365773	0.024958307
NCAPG2	165.1531971	-1.080649909	0.371881344	-2.905899763	0.003661987	0.024977972
CD38	1910.881216	1.262048976	0.43440144	2.905259648	0.003669486	0.025019721
SAA2-SAA4	94.70310064	4.007865676	1.37959932	2.905093977	0.003671428	0.025023575
AC007849.1	20.83563333	-1.205215023	0.415125818	-2.903252388	0.003693089	0.025124069
SLC6A9	489.6845187	1.066213232	0.367356557	2.902393358	0.003703232	0.025174218
NFE4	28.12586089	4.399740724	1.516398482	2.901440997	0.003714507	0.025241418
ZNF780B	216.1701598	-1.044547087	0.360055452	-2.901072827	0.003718874	0.025261643
SGTB	166.5937513	1.139065206	0.392709429	2.900529301	0.00372533	0.025293564
KCNAB2	304.6642577	1.24525005	0.429475448	2.899467376	0.003737972	0.025325077
H2AFX	320.8374669	1.166326788	0.402247719	2.899523683	0.003737301	0.025325077
ANO10	157.987717	-1.327740316	0.457909415	-2.89956981	0.003736751	0.025325077
GPR162	535.0463979	1.066598469	0.368035885	2.898082805	0.003754514	0.025399256
U1	38.25125442	2.024385707	0.699024071	2.896017162	0.003779317	0.025538512
SNHG19	47.5077191	-1.517781004	0.52407965	-2.896088417	0.003778459	0.025538512
CKS2	115.7553903	1.260008029	0.435182976	2.895352296	0.003787332	0.025583154
MDFI	74.12549028	1.324723358	0.457610415	2.894871523	0.003793137	0.025608831
LRRC45	496.9895468	1.060854612	0.366516845	2.894422523	0.003798566	0.025630446
MAFA	13.61300102	3.847338118	1.329852892	2.893055421	0.00381514	0.025732714
LAMA3	632.3422541	-1.095811068	0.378993715	-2.891370022	0.003835662	0.025842347
RGS22	410.7659731	-1.011897475	0.350079766	-2.890476896	0.003846578	0.025887085
LAMB1	434.3868397	-1.842385928	0.637575789	-2.889673605	0.00385642	0.025943709
HIC1	65.28447343	1.787110026	0.619806876	2.883333657	0.003934904	0.026382793
NFIL3	845.9622242	1.444904612	0.501141135	2.883228916	0.003936213	0.026382793
MTND6P4	9.406946743	-1.744804963	0.605302677	-2.882533036	0.003944918	0.02642629
MS4A14	26.72917199	2.850144016	0.988910089	2.882106319	0.003950264	0.026428213
HAMP	27.66809161	2.490219737	0.86413049	2.881763537	0.003954564	0.026437504
PDE1C	129.9260182	-1.714035071	0.594893523	-2.88124682	0.003961053	0.026471144
PANK1	57.86872811	-1.459392943	0.506709824	-2.88013548	0.003975043	0.026545104
C1orf61	14.24751709	4.933304884	1.713175646	2.879625854	0.003981474	0.026578275
ZSCAN16-AS1	30.40278955	-1.203075273	0.417837068	-2.879292828	0.003985681	0.026596585
LYSMD2	272.9286445	1.122078078	0.389728661	2.879126404	0.003987785	0.026600852
PPIF	1363.033033	1.143732087	0.397372043	2.878239941	0.003999008	0.026665929
PLEKHB1	421.4371253	-1.315664832	0.457250493	-2.877339339	0.004010441	0.026732347
UGT2A2	192.7430657	-2.997349141	1.042261499	-2.875812974	0.004029884	0.02684225
NLGN2	72.49364477	1.310892846	0.456078756	2.874268595	0.004049644	0.026944225
ITPRIPL1	53.71529459	-1.567893742	0.545760141	-2.872862313	0.004067714	0.027044019
SLC34A2	283.4751108	1.63949184	0.571035821	2.871084057	0.004090667	0.027157486
AC004847.1	25.61060396	3.318102521	1.156085883	2.870117671	0.004103191	0.027190936
ENO1P4	36.5272173	-2.054579007	0.715903241	-2.869911587	0.004105866	0.027198741
BASP1	2725.63483	1.01925166	0.355230248	2.869270469	0.004114198	0.027244002
PAX5	28.04763576	4.079253976	1.421898284	2.868878895	0.004119295	0.027257877
CFD	88.12616442	2.216802051	0.772783961	2.868592211	0.00412303	0.027272657
MTHFD2L	170.0557176	-1.022768929	0.357001697	-2.864885344	0.004171603	0.02747389
AOAH	173.5439194	1.655621471	0.578070551	2.864047421	0.004182654	0.027526712
KIF11	208.9343758	-1.077272752	0.376222935	-2.863389367	0.004191352	0.027573962
ZNF296	120.5599771	1.422487329	0.497114603	2.861487711	0.004216579	0.027709816
BOP1	174.2236655	1.106860439	0.387215914	2.858509684	0.004256361	0.027910666
CD177	259.2644744	1.628341424	0.569994484	2.856766985	0.004279799	0.028031246
SCN4B	29.18543793	-2.707965014	0.948040786	-2.856380289	0.004285016	0.028047936
GPR132	135.1339068	2.578637382	0.903115712	2.855267989	0.004300053	0.028136224
FAM13A-AS1	42.08386368	-1.478208009	0.518338809	-2.851818124	0.004346996	0.028392249
LSAMP	131.0960362	-2.182620359	0.765998844	-2.849378136	0.004380478	0.028539099
HCP5	1175.84606	1.516391835	0.532385342	2.848297494	0.004395382	0.028615667
PHGDH	211.3007885	-1.112939929	0.390937464	-2.846848998	0.00441543	0.028725599
RNF222	15.73502002	5.000396461	1.756961263	2.846048212	0.004426549	0.028767027
CCL19	28.91772855	6.805561041	2.391413941	2.845831466	0.004429563	0.028776318
SIGLEC9	103.5344946	2.870975264	1.009016005	2.845321828	0.004436657	0.028812099
ZNF573	67.79214755	-1.039346784	0.365374189	-2.844609216	0.004446594	0.0288251
HIST2H2BB	59.04300052	1.71333849	0.602465908	2.843876257	0.004456835	0.02886875
IGSF3	417.5154172	-1.017047236	0.357615946	-2.843965006	0.004455594	0.02886875
SUPT3H	60.0195581	-1.182644449	0.415869679	-2.843786188	0.004458095	0.02886875
TCF3P1	42.99485775	1.929822356	0.679058908	2.841907134	0.004484455	0.02900842
PALD1	143.0510157	1.557524848	0.548219019	2.841063141	0.004496341	0.029023289
CREM	402.7332504	1.021074245	0.359477461	2.84044024	0.004505131	0.029059377
SIGLEC10	155.0357586	1.848434464	0.650958512	2.83955802	0.004517608	0.02912951
AC012354.1	36.11189753	-1.911590442	0.673229984	-2.839431526	0.004519399	0.02913072
UCA1	473.9369867	1.684349344	0.593457248	2.838198286	0.004536899	0.029202066
RN7SL471P	146.0643394	2.114404493	0.745469661	2.836338761	0.004563401	0.02934146
NIPSNAP1	207.4284264	-1.114223152	0.392989812	-2.835246915	0.004579028	0.029421105
AC010186.3	126.9939474	-1.123407895	0.396526823	-2.833119554	0.004609614	0.029576507
AC010733.2	222.7129447	1.860731472	0.65703101	2.832029911	0.004625352	0.029666277
RHCG	288.170563	2.947721817	1.041267049	2.830898971	0.004641738	0.029750363
ZNF181	80.78993816	-1.161088287	0.410582003	-2.827908381	0.004685321	0.029966259
HIST1H3J	61.9081965	1.370347575	0.485218049	2.824189206	0.004740039	0.03021856
VNN3	1596.324617	1.076294638	0.381074318	2.824369391	0.004737375	0.03021856
DPYS	350.8877284	-2.274418376	0.805548781	-2.82343966	0.004751137	0.030247051
CLSTN2	15.38392964	-3.13942382	1.111866436	-2.823562002	0.004749324	0.030247051
APOL1	1196.711816	1.227043386	0.43466138	2.822986912	0.004757851	0.030270267
TEN1	75.79795048	2.433063175	0.862297967	2.821603748	0.004778418	0.030379833
AC109992.1	37.82823785	1.583896904	0.561692296	2.819865815	0.004804374	0.030480835
LYPLAL1	124.1206886	-1.051684792	0.372943001	-2.819961197	0.004802946	0.030480835
ZNF438	218.8180284	1.406441899	0.498949461	2.818806327	0.004820259	0.030560275
RNF149	1269.669905	1.031572799	0.366103701	2.817706557	0.004836799	0.030654439
PTPRS	587.3134781	-1.224811465	0.435101248	-2.815003337	0.004877673	0.030838165
ADAT3	51.52461265	1.729253379	0.614427439	2.814414313	0.00488662	0.030883985
PLAC4	95.85641453	1.408669139	0.500665658	2.813592501	0.004899129	0.030933996
SLC25A43	150.5880706	-1.001571483	0.356334381	-2.810762968	0.004942418	0.031171557
ASXL3	44.63566289	-1.985287457	0.706304944	-2.810807814	0.004941729	0.031171557
MB21D2	68.24535271	1.803534889	0.642312112	2.807879308	0.004986891	0.031354701
RNF39	179.0595839	1.440297782	0.513000538	2.807595071	0.004991294	0.031354701
AC135050.6	56.40205125	-1.00287718	0.357115944	-2.808267727	0.00498088	0.031354701
DNAJC25-GNG10	115.674325	1.895254358	0.675111638	2.807319932	0.00499556	0.031365141
PTPRE	701.6571893	1.401093782	0.499340821	2.805886727	0.005017833	0.031442041
TSPAN8	149.4845019	-1.402243723	0.499754784	-2.805863533	0.005018194	0.031442041
SEC14L6	19.41911017	-3.264126286	1.163187812	-2.806190242	0.005013109	0.031442041
PAN3-AS1	14.1673685	-1.618888478	0.577307453	-2.804205054	0.005044081	0.03157157
LINC00623	107.5788965	1.282028546	0.457209126	2.804030966	0.005046806	0.03157774
S1PR4	54.47826026	2.650229657	0.945365359	2.803391972	0.005056817	0.031618597
MRPL12	358.5971936	1.136014665	0.405281513	2.803026114	0.005062557	0.031643594
RASSF3	1217.192452	1.162130132	0.414893812	2.801030285	0.005093974	0.031785277
ZBTB45	137.5475417	1.305700111	0.466234487	2.80052237	0.005101997	0.031824408
PKIA	20.26023336	-2.954391979	1.055082301	-2.800153102	0.005107837	0.0318499
UMODL1	57.83767242	-1.609169199	0.574787065	-2.799591878	0.005116725	0.031894371
PLA2G2F	17.83706144	5.232666803	1.870480941	2.797498059	0.005150008	0.032013942
TRIM6	91.56101182	1.073663975	0.383780242	2.797600966	0.005148367	0.032013942
SPARCL1	225.8805296	-1.310048132	0.46837195	-2.797025168	0.005157552	0.032027954
PRKCQ	50.01368954	2.75813701	0.986841192	2.794914755	0.00519134	0.032174964
AC060766.4	19.85134143	1.847823771	0.661145348	2.794882816	0.005191853	0.032174964
ADA	54.50754439	3.172221714	1.13528662	2.794203383	0.005202775	0.032222834
KCNMB3	40.28152155	-1.629554927	0.583272426	-2.793814439	0.005209036	0.032248442
TMIGD3	20.21294935	3.272081077	1.172123661	2.791583503	0.005245082	0.032405331
IL2RA	64.40558937	2.515536715	0.901399367	2.790701665	0.005259392	0.032471654
LINC02068	65.38320638	2.771846698	0.993831365	2.789051337	0.005286268	0.032560115
KLHL14	14.01527005	-2.803505214	1.005327445	-2.78864884	0.005292842	0.032589553
SLC11A1	311.9986102	2.200783443	0.789480056	2.787636528	0.005309408	0.032669404
ACTL10	60.9075275	1.051696838	0.377461801	2.786233824	0.005332439	0.032777809
CXCL3	114.9442524	2.048808875	0.736022645	2.783622063	0.005375563	0.032964797
AC004918.1	22.47626971	-1.481586369	0.532431105	-2.782681843	0.005391164	0.033049312
LY9	41.18987141	2.653263732	0.95378875	2.781814876	0.005405586	0.033122059
